Generation,Max Fit, Min Fit, Mean Fit, Min Valid Color
69,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
70,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
71,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
72,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
73,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
74,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
75,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
76,0.9755555555555556,0.9744444444444444,0.9755222222222244,109
77,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
78,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
79,0.9755555555555556,0.9744444444444444,0.9755333333333354,109
80,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
81,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
82,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
83,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
84,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
85,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
86,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
87,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
88,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
89,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
90,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
91,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
92,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
93,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
94,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
95,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
96,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
97,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
98,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
99,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
100,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
101,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
102,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
103,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
104,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
105,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
106,0.9755555555555556,0.9711111111111111,0.9753777777777799,109
107,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
108,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
109,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
110,0.9755555555555556,0.9744444444444444,0.9755333333333354,109
111,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
112,0.9755555555555556,0.9744444444444444,0.9755333333333354,109
113,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
114,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
115,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
116,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
117,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
118,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
119,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
120,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
121,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
122,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
123,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
124,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
125,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
126,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
127,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
128,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
129,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
130,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
131,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
132,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
133,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
134,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
135,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
136,0.9755555555555556,0.9744444444444444,0.9755222222222244,109
137,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
138,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
139,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
140,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
141,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
142,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
143,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
144,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
145,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
146,0.9755555555555556,0.9755555555555556,0.9755555555555577,109
147,0.9766666666666667,0.9755555555555556,0.97557777777778,109
148,0.9766666666666667,0.9755555555555556,0.9756111111111134,21
149,0.9766666666666667,0.9744444444444444,0.9756444444444469,21
150,0.9766666666666667,0.9755555555555556,0.9757333333333361,21
151,0.9766666666666667,0.9755555555555556,0.9759000000000033,21
152,0.9766666666666667,0.9755555555555556,0.976233333333336,21
153,0.9766666666666667,0.9755555555555556,0.9765777777777802,21
154,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
155,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
156,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
157,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
158,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
159,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
160,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
161,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
162,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
163,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
164,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
165,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
166,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
167,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
168,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
169,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
170,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
171,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
172,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
173,0.9766666666666667,0.9755555555555556,0.9766333333333357,21
174,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
175,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
176,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
177,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
178,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
179,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
180,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
181,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
182,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
183,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
184,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
185,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
186,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
187,0.9766666666666667,0.9755555555555556,0.9766111111111135,21
188,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
189,0.9766666666666667,0.9755555555555556,0.9766555555555579,21
190,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
191,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
192,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
193,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
194,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
195,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
196,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
197,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
198,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
199,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
200,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
201,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
202,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
203,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
204,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
205,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
206,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
207,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
208,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
209,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
210,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
211,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
212,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
213,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
214,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
215,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
216,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
217,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
218,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
219,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
220,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
221,0.9766666666666667,0.9733333333333334,0.9766000000000024,21
222,0.9766666666666667,0.9755555555555556,0.9765888888888913,21
223,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
224,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
225,0.9766666666666667,0.9755555555555556,0.9766444444444469,21
226,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
227,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
228,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
229,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
230,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
231,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
232,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
233,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
234,0.9766666666666667,0.9755555555555556,0.9766444444444469,21
235,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
236,0.9766666666666667,0.9755555555555556,0.9766555555555579,21
237,0.9766666666666667,0.9722222222222222,0.9765777777777802,21
238,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
239,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
240,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
241,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
242,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
243,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
244,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
245,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
246,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
247,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
248,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
249,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
250,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
251,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
252,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
253,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
254,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
255,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
256,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
257,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
258,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
259,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
260,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
261,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
262,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
263,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
264,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
265,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
266,0.9766666666666667,0.9755555555555556,0.9766555555555579,21
267,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
268,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
269,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
270,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
271,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
272,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
273,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
274,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
275,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
276,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
277,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
278,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
279,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
280,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
281,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
282,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
283,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
284,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
285,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
286,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
287,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
288,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
289,0.9766666666666667,0.9755555555555556,0.9766444444444469,21
290,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
291,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
292,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
293,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
294,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
295,0.9766666666666667,0.9755555555555556,0.9766333333333357,21
296,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
297,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
298,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
299,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
300,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
301,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
302,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
303,0.9766666666666667,0.9755555555555556,0.9766222222222247,21
304,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
305,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
306,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
307,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
308,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
309,0.9766666666666667,0.9755555555555556,0.9766333333333357,21
310,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
311,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
312,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
313,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
314,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
315,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
316,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
317,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
318,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
319,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
320,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
321,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
322,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
323,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
324,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
325,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
326,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
327,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
328,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
329,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
330,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
331,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
332,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
333,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
334,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
335,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
336,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
337,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
338,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
339,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
340,0.9766666666666667,0.9755555555555556,0.9766111111111135,21
341,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
342,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
343,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
344,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
345,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
346,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
347,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
348,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
349,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
350,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
351,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
352,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
353,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
354,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
355,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
356,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
357,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
358,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
359,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
360,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
361,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
362,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
363,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
364,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
365,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
366,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
367,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
368,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
369,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
370,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
371,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
372,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
373,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
374,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
375,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
376,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
377,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
378,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
379,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
380,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
381,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
382,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
383,0.9766666666666667,0.9755555555555556,0.9766444444444469,21
384,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
385,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
386,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
387,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
388,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
389,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
390,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
391,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
392,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
393,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
394,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
395,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
396,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
397,0.9766666666666667,0.9755555555555556,0.9766111111111135,21
398,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
399,0.9766666666666667,0.9733333333333334,0.9766000000000024,21
400,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
401,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
402,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
403,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
404,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
405,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
406,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
407,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
408,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
409,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
410,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
411,0.9766666666666667,0.9755555555555556,0.9766444444444469,21
412,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
413,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
414,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
415,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
416,0.9766666666666667,0.9755555555555556,0.9766444444444469,21
417,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
418,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
419,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
420,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
421,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
422,0.9766666666666667,0.9744444444444444,0.9766222222222247,21
423,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
424,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
425,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
426,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
427,0.9766666666666667,0.9744444444444444,0.9766222222222247,21
428,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
429,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
430,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
431,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
432,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
433,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
434,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
435,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
436,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
437,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
438,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
439,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
440,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
441,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
442,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
443,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
444,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
445,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
446,0.9766666666666667,0.9733333333333334,0.976566666666669,21
447,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
448,0.9766666666666667,0.9733333333333334,0.9766000000000024,21
449,0.9766666666666667,0.9766666666666667,0.9766666666666691,21
450,0.9766666666666667,0.9755555555555556,0.9766333333333357,21
